LocationID,zone,borough,lat,lon,longitude,latitude
194,Randalls Island,Manhattan,227468.71626552643,1005129.3426642,-73.92459671825748,40.79100048638123
195,Red Hook,Brooklyn,185397.130970592,981704.0644012764,-74.00917842826674,40.675548647019355
196,Rego Park,Queens,203864.0366649737,1022128.768997929,-73.86333836633429,40.72615524559957
197,Richmond Hill,Queens,192362.21698943275,1031135.2530615152,-73.83092432071815,40.6945423878432
198,Ridgewood,Queens,196698.5440138868,1011501.4868411964,-73.90170917703368,40.70652682085338
199,Rikers Island,Bronx,227529.73980097013,1016742.2004998754,-73.88265799878711,40.791132912174135
200,Riverdale/North Riverdale/Fieldston,Bronx,267014.1902550762,1009963.3806263336,-73.90698753009411,40.89952838046226
201,Rockaway Park,Queens,149890.08516115407,1027736.5213460764,-73.84345437593673,40.57798298905335
202,Roosevelt Island,Manhattan,216861.1622843492,998114.2657052308,-73.94995272044949,40.761899335777855
203,Rosedale,Queens,179057.24700622662,1056534.442660378,-73.73947394708196,40.6578524002613
204,Rossville/Woodrow,Staten Island,136202.98565098652,926485.938978314,-74.20782577848769,40.540333107919224
205,Saint Albans,Queens,191188.337269898,1049933.6363754966,-73.76314608999355,40.69120081596648
206,Saint George/New Brighton,Staten Island,172088.09238731404,955854.2053012603,-74.10231443709439,40.6389731051429
207,Saint Michaels Cemetery/Woodside,Queens,217633.2993820884,1012130.8105779188,-73.89935257380462,40.76398556081556
208,Schuylerville/Edgewater Park,Bronx,239283.2624142549,1033088.7374246694,-73.82353890836147,40.82331779920538
209,Seaport,Manhattan,197610.82357761072,983234.0457223996,-74.00366448904686,40.70907271927832
210,Sheepshead Bay,Brooklyn,154972.18794490898,1000772.9141552744,-73.94050725344536,40.59202360691843
211,SoHo,Manhattan,203008.4913330032,983823.8071164908,-74.00153759512791,40.723888072060404
212,Soundview/Bruckner,Bronx,240931.2162116811,1020315.9032821192,-73.86967998064887,40.82790234607947
213,Soundview/Castle Hill,Bronx,237276.93187677432,1023516.9037806736,-73.8581349352209,40.817858732890684
214,South Beach/Dongan Hills,Staten Island,153070.10553933622,960498.7813147744,-74.08551242969601,40.586786351126605
215,South Jamaica,Queens,192344.28083004424,1042216.2459479596,-73.79096478957263,40.69442751519797
216,South Ozone Park,Queens,185669.03225079025,1034328.3000648456,-73.8194594633455,40.67615367273836
217,South Williamsburg,Brooklyn,195734.9381403171,995729.630293792,-73.95859683039497,40.70391646835313
218,Springfield Gardens North,Queens,184218.4311918923,1047209.1610987316,-73.77303557005415,40.67208987326582
219,Springfield Gardens South,Queens,180616.2541370329,1049585.194577725,-73.7645050464996,40.6621855181538
220,Spuyten Duyvil/Kingsbridge,Bronx,260773.7150891078,1008953.1291249456,-73.91066491034807,40.882403144304526
221,Stapleton,Staten Island,164718.9103742411,963788.5728740784,-74.07370335971028,40.61876814401099
222,Starrett City,Brooklyn,175209.80327776715,1016880.3445569858,-73.88241274352464,40.64752693460751
223,Steinway,Queens,222528.47602007707,1010448.2493393868,-73.9054073938334,40.77742668296697
224,Stuy Town/Peter Cooper Village,Manhattan,205899.41753291612,990735.9403089168,-73.97659759721292,40.73182059189006
225,Stuyvesant Heights,Brooklyn,190001.9666835319,1003139.565788068,-73.93188776883784,40.68816808255134
226,Sunnyside,Queens,208048.82712851567,1005124.9821983832,-73.92467277449282,40.73769793411764
227,Sunset Park East,Brooklyn,173132.83396129613,982958.7984940856,-74.00465260064145,40.64188612045834
228,Sunset Park West,Brooklyn,176946.79144550333,981122.0045878768,-74.0112729089247,40.65235415076564
229,Sutton Place/Turtle Bay North,Manhattan,214975.36687718585,993906.1723071608,-73.96514581878095,40.75672890813223
230,Times Sq/Theatre District,Manhattan,216099.1397683868,988628.0600467024,-73.98419655675737,40.759817566309465
231,TriBeCa/Civic Center,Manhattan,200780.5404272513,982065.7013854686,-74.0078796687525,40.717772624799224
232,Two Bridges/Seward Park,Manhattan,199673.27702499644,988955.8875201414,-73.98302469110321,40.71473247007343
233,UN/Turtle Bay South,Manhattan,212491.9358422481,992439.5608777382,-73.97044261148469,40.74991400028384
234,Union Sq,Manhattan,209001.62663046308,986894.236796348,-73.9904579133977,40.74033737258096
235,University Heights/Morris Heights,Bronx,249885.02158991544,1007494.9920085216,-73.91597580806709,40.85252096967172
236,Upper East Side North,Manhattan,223613.7535760244,996155.3867656848,-73.95701192571859,40.78043629001211
237,Upper East Side South,Manhattan,219305.82782555217,993769.0237137816,-73.96563472764679,40.76861505664575
238,Upper West Side North,Manhattan,227717.51805898765,991712.7644413216,-73.9730488247599,40.79170489453925
239,Upper West Side South,Manhattan,224895.87216479488,990167.498291722,-73.97863191501314,40.78396140232239
240,Van Cortlandt Park,Bronx,265226.4386367864,1016879.869198504,-73.88197740171728,40.89459870941774
241,Van Cortlandt Village,Bronx,258631.99219990108,1013115.8817520496,-73.89562019423215,40.876512149833516
242,Van Nest/Morris Park,Bronx,247818.58816932616,1025564.8278476672,-73.85067120117776,40.846783165013896
243,Washington Heights North,Manhattan,251552.22868853091,1002830.5879831794,-73.93283170504228,40.857108002782724
244,Washington Heights South,Manhattan,245939.88065875435,1000464.3110476532,-73.94139929841424,40.84170843286747
245,West Brighton,Staten Island,168837.0586013862,955698.9158310394,-74.10286021352394,40.630049214870475
246,West Chelsea/Hudson Yards,Manhattan,213727.4000817298,983137.466109154,-74.00401551098165,40.75330875946255
247,West Concourse,Bronx,241308.7570751988,1005169.1230273262,-73.9244099256833,40.82898744957318
248,West Farms/Bronx River,Bronx,243211.97877621523,1019590.3761034976,-73.87228957125745,40.834165310932306
249,West Village,Manhattan,206902.40799528995,983453.2246483456,-74.00287502314927,40.73457589628757
250,Westchester Village/Unionport,Bronx,242470.43505891712,1026135.800629396,-73.84864087551631,40.83210137235689
251,Westerleigh,Staten Island,164047.36514970663,949450.1344788744,-74.12534780784381,40.61688017760985
252,Whitestone,Queens,226490.62684080808,1035297.1584300715,-73.81565687221273,40.78819313151885
253,Willets Point,Queens,216434.84686612728,1028229.9452522064,-73.84124397042739,40.76063069299949
254,Williamsbridge/Olinville,Bronx,260702.71418530465,1023253.9608941408,-73.85894862514452,40.882156652347604
255,Williamsburg (North Side),Brooklyn,201159.03335346075,996053.8033052004,-73.95741813772918,40.71880389196212
256,Williamsburg (South Side),Brooklyn,198271.799699528,995365.8780821688,-73.95990457422253,40.710880017563596
257,Windsor Terrace,Brooklyn,177405.49666927903,990359.3815942472,-73.97798212852373,40.65361164157177
258,Woodhaven,Queens,190229.06962103507,1024249.8716237352,-73.85576671853391,40.68872119747495
259,Woodlawn/Wakefield,Bronx,266453.4145522804,1025106.2307871642,-73.85221512421664,40.89793210648794
260,Woodside,Queens,210434.8918941504,1010211.9773426988,-73.90630719190789,40.74423361478699
261,World Trade Center,Manhattan,197635.1737024674,980639.5117675496,-74.01302283778836,40.709138876288186
262,Yorkville East,Manhattan,221974.400787808,999064.725082434,-73.94651047848446,40.77593230221761
263,Yorkville West,Manhattan,223005.98840944967,997817.919661102,-73.9510100659439,40.77876573980772
